dog_id,dd_weight_lbs
56513,120.0
49326,85.0
41330,35.0
90779,61.0
61323,28.5
50323,82.0
59343,43.0
85350,63.0
49864,80.0
36052,39.0
61010,14.0
78299,13.0
97524,38.0
95390,92.5
88011,20.0
13062,61.0
29534,46.0
94923,45.0
72357,6.0
53900,33.5
37731,57.0
59348,55.0
36936,75.0
27291,53.0
30363,31.0
18632,54.0
90300,53.0
78740,28.0
51654,26.4
90488,57.7
66168,165.0
89422,42.0
37435,91.0
97451,104.0
57641,34.0
97242,22.0
9597,55.0
92843,13.0
88540,52.0
100530,85.0
67462,65.0
16848,39.0
11445,29.0
87428,29.0
37049,11.0
87212,24.0
13473,40.0
82476,33.0
4625,8.5
87176,16.5
24615,78.0
83971,57.0
84514,56.5
99844,90.0
95239,30.0
23613,6.0
24999,92.0
28680,53.0
88311,71.0
42260,41.0
36831,50.0
72592,54.0
102506,28.0
100426,47.0
30763,52.6
75217,11.5
74110,38.0
7463,35.0
28972,63.0
51415,13.0
70568,53.0
13353,60.0
57081,72.0
85954,103.0
92666,62.0
51758,44.0
98819,66.0
95532,74.0
61964,53.6
83410,52.0
70146,68.0
37264,75.0
91594,35.0
22330,13.0
48805,30.0
103199,13.0
95683,66.5
58077,60.0
9280,14.0
2381,67.0
15019,95.0
94953,28.0
42842,21.2
87328,6.8
34009,40.0
31014,54.0
32214,10.0
95231,60.0
60082,15.0
89538,12.6
53277,48.0
74311,51.0
5351,95.0
48556,37.0
15948,48.0
11690,47.0
54550,20.0
16086,4.0
79749,61.0
26537,63.0
29247,70.0
89294,20.0
31913,73.0
72992,34.6
34270,72.6
85513,57.0
22866,14.0
13779,56.0
41923,17.0
99659,17.0
3830,65.0
40472,50.5
36300,105.0
35114,90.0
913,25.0
51360,4.6
88861,10.6
100576,46.0
19039,60.0
87693,61.0
18294,30.0
93909,73.0
32696,81.0
93328,15.0
68234,56.0
74236,26.0
7071,76.0
99266,68.0
79234,63.0
53316,7.2
100235,120.0
20241,28.0
70967,28.0
67494,60.0
96715,19.0
88840,65.0
82974,71.0
67773,55.0
97144,74.0
71757,65.0
1934,22.0
85540,5.38
79728,84.6
37924,48.0
93175,1.5
29729,54.0
94103,49.9
64001,65.0
83218,54.0
32864,15.0
47897,89.0
26924,102.0
50149,127.0
32608,64.4
72341,69.0
103643,15.0
60355,23.0
57877,26.0
65921,35.0
60766,19.0
11441,67.0
53495,50.0
93192,34.0
76934,55.0
93545,99.0
332,26.0
63683,80.0
82216,67.0
42944,65.0
78552,22.0
35164,15.3
76436,62.0
52686,78.0
91111,8.0
13615,17.0
60227,57.0
41721,60.0
92918,97.0
90007,28.0
88499,70.0
90725,85.0
71288,42.5
2172,68.4
83980,40.0
95593,65.0
10573,95.0
90082,28.0
613,72.0
46445,24.0
67331,52.0
78136,92.0
32959,49.8
95378,81.5
39609,74.0
21653,77.0
44855,7.5
98365,78.0
86392,23.0
40360,75.0
38217,63.0
78286,102.0
67276,60.0
19291,70.0
56422,66.4
91235,36.0
23149,82.0
93825,82.0
59111,19.2
2010,84.65
12687,48.6
61024,17.0
61432,50.0
75397,28.0
87435,12.0
90058,29.0
98426,64.0
42896,57.0
28651,62.0
41099,48.0
1033,125.0
79350,39.0
32823,65.0
27014,42.0
32428,80.0
91178,19.0
81207,15.0
13967,103.0
6180,28.0
8811,36.6
58982,44.0
78224,17.0
60109,78.1
15016,26.0
62658,64.0
55971,16.0
69531,83.0
88233,9.6
102013,89.0
103266,85.0
74420,61.8
38284,96.3
67635,60.0
47399,76.0
45670,21.0
43414,13.0
76682,15.5
58784,12.0
20048,5.0
86192,16.0
21997,15.0
70822,78.0
82179,74.0
56462,62.0
57136,30.0
37880,93.0
37466,75.0
15544,14.0
62457,5.0
23176,63.0
13352,14.0
31956,50.0
70067,65.0
6054,39.0
12376,39.3
93453,33.0
88669,60.0
96178,22.0
62496,75.0
78005,15.0
89608,13.0
33554,29.0
85388,30.0
95603,56.0
53971,62.5
28245,45.5
37015,20.8
82490,92.0
25726,116.0
85319,81.0
99822,35.0
42423,91.0
75205,55.0
35793,45.0
37990,49.0
86071,28.0
97280,78.0
91577,35.0
487,28.0
38193,21.0
90516,48.0
42366,18.4
10438,23.8
85800,7.5
39742,65.0
20976,87.0
77456,52.0
83282,19.0
54310,103.0
15216,66.0
5475,51.3
84621,22.0
76989,19.3
34992,74.0
53462,68.0
53271,85.7
94829,70.0
69077,31.0
78202,12.0
98920,60.0
17728,8.0
56955,62.0
8328,39.7
14934,90.0
52825,66.5
90261,42.7
65897,65.0
62555,39.0
1285,33.0
55589,22.0
47558,18.0
70359,11.0
89151,94.0
62111,43.0
71359,55.0
94894,42.0
51533,54.0
17048,55.0
94935,71.8
88088,24.2
97453,70.0
92506,60.0
74996,63.0
13830,45.0
96096,41.0
86367,70.0
78384,84.0
86977,68.0
77932,71.0
75046,95.7
60283,61.0
58459,86.0
238,45.0
61585,73.0
35607,15.0
96737,76.0
84666,11.0
40243,40.0
89813,22.0
79607,22.0
101519,28.4
92979,65.0
2013,92.0
96056,39.0
65035,21.0
68784,65.0
75198,21.0
46475,7.0
18480,120.0
87072,10.2
72680,27.6
25690,19.0
70512,60.0
80946,63.0
89974,74.0
12485,57.0
61955,21.0
43603,61.0
29636,21.0
28142,95.5
36998,98.0
34072,77.0
45494,63.0
96194,44.0
81583,32.0
3017,62.0
30334,76.0
2628,45.0
21105,10.0
9456,47.5
69957,35.0
85950,48.0
61099,50.0
96151,56.0
80205,8.8
90107,69.67
99570,54.0
84264,54.0
37556,17.0
27080,70.0
81807,6.5
81426,48.0
60350,21.0
97209,15.2
22500,98.0
29870,16.0
13514,17.0
95773,23.0
46665,18.2
18984,40.0
89735,28.0
85701,61.0
55361,28.0
63827,56.0
68018,40.0
48711,35.0
34345,14.0
43729,42.0
21425,73.0
71342,62.0
65599,85.0
57453,75.0
5311,48.0
13529,90.0
88194,45.0
13014,42.0
73272,27.5
33661,81.0
57375,7.5
79511,59.0
103180,29.5
29993,46.6
93990,38.0
37797,72.0
62421,64.0
73471,77.0
14661,39.0
97810,108.0
86445,10.0
51225,15.3
63880,72.0
44305,12.8
12408,45.0
20974,35.0
69507,106.0
18450,10.8
93972,9.0
82760,60.0
36935,48.0
41002,13.5
3059,30.0
63065,60.0
61393,90.0
23967,80.0
54227,13.1
2275,52.0
88908,76.0
54213,62.0
40288,33.0
92028,43.0
86341,32.0
18461,62.0
82952,21.8
80857,20.7
38815,42.0
97490,59.0
67277,39.0
74173,71.0
15887,36.0
1448,62.0
66751,20.0
94874,67.0
70465,65.0
12412,87.0
88173,35.0
45438,27.0
60921,13.0
12887,45.0
66388,41.0
51232,16.0
87811,30.0
88512,21.5
78318,59.0
90883,10.0
44669,33.0
88615,24.0
49615,58.3
7265,14.0
28759,26.5
56228,36.0
83939,80.0
74316,68.0
98501,34.0
93885,49.9
23477,68.0
71526,72.0
45286,37.0
11483,35.0
90162,16.0
43754,38.0
79609,37.0
59875,44.0
71817,29.0
91118,85.0
102494,62.0
55785,105.0
78764,65.0
66795,50.0
85969,80.0
77622,67.0
36572,11.0
759,48.0
48043,65.0
47421,55.0
60063,44.0
24792,65.0
6223,55.0
61519,77.0
40380,72.0
2696,53.0
1113,75.0
30477,74.0
14846,14.1
27373,67.0
50313,62.0
4470,20.0
45708,48.0
94494,17.0
36644,72.0
100679,53.0
6425,66.0
3920,125.0
67816,65.0
16144,67.0
81298,78.0
80994,24.0
63686,73.0
95708,101.0
84439,67.7
78262,62.0
98353,78.0
13831,45.0
51035,15.0
27136,25.0
14042,53.0
65922,72.0
102628,94.0
75924,48.0
101149,85.0
85407,14.0
94558,15.0
52952,58.0
89620,67.0
99837,24.0
50708,92.0
57720,18.5
39521,55.0
6804,78.0
100803,16.0
99138,16.5
49669,18.0
74769,31.0
11558,62.0
25858,26.0
68608,78.0
27482,59.0
62436,26.0
86335,13.0
2571,15.0
70045,33.0
83891,97.0
71334,17.0
49303,83.0
23023,63.0
82541,108.0
19031,98.0
35705,26.0
56774,17.0
21060,52.0
6178,110.0
92812,7.2
12931,52.0
8541,95.0
54446,59.0
35376,67.0
21596,25.0
71433,65.0
98175,72.0
8382,30.6
80388,13.0
79773,42.0
43682,37.0
80957,14.0
47215,43.4
41462,7.0
47830,9.0
85670,49.0
73738,35.0
4908,20.7
38293,70.0
33357,25.0
98179,38.0
80608,86.0
29865,49.0
7026,5.6
84591,40.0
50673,71.1
92939,62.0
30840,70.0
3772,50.0
63767,30.0
101068,90.0
8161,65.0
95283,9.0
91273,12.0
40850,58.0
87683,27.0
52022,14.0
77593,14.0
1727,42.0
14728,41.0
52411,60.0
52928,21.0
49022,20.0
66951,18.0
29101,98.0
86102,67.9
77116,76.0
20832,49.0
46128,30.0
44866,90.1
100899,60.0
84740,17.5
90900,18.8
68111,66.0
88554,60.5
60420,115.0
32969,54.0
72557,24.8
6006,42.0
47229,12.5
84719,20.4
98359,19.0
58480,17.3
11354,11.4
52473,20.5
4365,59.0
29022,73.0
94933,26.0
10540,38.0
62293,47.0
70292,62.0
31706,115.0
81156,20.0
12886,80.0
55423,126.0
75170,80.0
83994,21.3
70856,19.0
29920,53.0
75329,51.0
72017,55.0
56010,35.0
45215,21.0
32910,23.0
102108,74.0
43774,61.0
94393,53.0
91039,100.0
3813,56.0
7860,25.0
62861,76.0
44083,34.0
10939,45.0
42960,40.0
57390,29.0
70072,16.0
39101,59.0
44463,12.0
48338,35.0
22354,15.0
81416,68.0
18053,24.6
50459,55.0
73606,51.0
49748,90.0
102097,31.0
92099,68.0
76833,28.0
87972,90.0
62494,40.0
43940,14.0
59560,23.0
51344,60.0
44285,82.0
39409,68.0
47800,50.0
90724,82.0
85120,57.0
47463,6.5
93418,52.0
90578,50.0
89068,76.0
95326,128.0
39385,14.0
88601,13.0
85606,92.0
45714,125.0
30709,26.0
72035,79.0
64516,35.0
65325,99.0
41468,40.0
88470,18.0
28966,55.0
77380,10.0
70596,8.5
29448,65.0
59754,32.5
18304,54.0
14452,31.0
38657,9.4
40175,60.0
93398,50.0
18268,85.0
2695,78.0
53947,72.0
90316,10.0
24286,31.0
33056,109.0
34508,63.0
13171,65.0
25617,32.0
15914,22.0
20436,64.0
22372,82.0
71243,63.0
102634,37.0
22597,9.0
58932,22.0
75016,63.0
86284,19.8
32017,63.0
29594,71.0
58315,95.0
19425,135.0
90171,48.0
35427,79.0
88155,13.0
3296,28.0
28645,63.0
8493,22.0
80586,56.4
100436,30.8
89507,20.0
48566,78.0
37100,14.6
47734,53.0
98563,21.2
24552,43.0
59044,156.0
82282,41.0
51718,39.0
43500,18.0
81004,29.7
89362,82.0
1636,146.0
21994,43.0
69919,74.0
88661,92.0
32641,51.0
40891,66.0
83137,55.0
47550,67.0
7843,42.0
20701,21.0
33882,52.0
52424,9.9
103608,16.0
28981,45.0
102980,35.0
88662,75.0
60599,70.0
30445,116.0
94784,99.0
59124,45.0
824,40.5
24721,47.0
60758,11.0
25249,16.0
26285,36.0
2358,52.0
79702,74.2
62794,55.0
8889,13.3
66454,60.0
80877,72.0
56450,25.4
54256,14.7
41196,48.0
22332,42.0
85156,19.0
83112,60.0
95619,22.0
27846,19.0
52231,28.0
89799,27.0
47656,17.0
11456,13.0
99032,40.0
75842,48.5
52333,27.0
31564,60.0
48627,68.0
69929,50.0
98354,73.0
47687,7.9
87501,9.4
64571,89.0
99022,42.0
16462,6.0
4748,76.0
36483,56.0
89564,11.0
903,60.0
97123,140.0
84972,12.0
81411,38.0
4841,14.61
21292,72.0
53251,68.0
14542,55.0
27658,12.3
82588,84.0
97559,45.0
80907,55.0
18016,50.0
4560,20.0
33944,56.0
15878,108.0
54707,50.0
6393,33.0
87723,16.0
81924,28.0
39433,9.5
18006,75.0
101190,52.0
22390,26.0
37867,60.0
87321,40.3
85301,10.0
30754,65.0
90257,79.0
79286,65.0
26060,39.0
71267,86.4
85829,84.0
11299,70.0
60958,95.0
49940,62.9
92745,14.0
95004,21.6
46245,85.0
95714,19.6
31786,54.0
63595,48.5
69404,32.0
76350,63.0
52920,79.0
57114,21.0
30001,41.0
77139,41.0
99781,11.3
7271,49.0
95954,73.0
76075,13.9
87238,21.0
96987,14.0
7521,82.5
54499,44.0
12294,101.0
99815,7.5
85812,45.0
13752,46.4
72399,12.56
15225,53.0
98586,54.0
2812,17.0
47981,51.0
8115,48.5
1803,21.0
90500,5.0
87337,74.0
59769,59.0
96992,70.0
24991,44.0
57511,21.0
53315,55.0
81098,69.0
24295,45.0
26691,65.0
51614,53.0
23478,90.0
77127,74.0
37546,16.4
15509,47.0
80753,10.0
55425,31.5
88626,18.0
98258,24.5
24395,36.0
45500,72.0
14847,44.0
63679,12.0
50571,72.0
4300,36.4
56979,72.3
2101,76.0
43173,76.0
41137,49.0
46958,97.0
25460,18.0
87251,7.0
50025,78.0
53821,12.0
53825,54.0
88755,30.0
96478,35.6
82839,88.0
3950,73.0
2385,115.0
86207,19.0
36158,64.0
95186,16.5
88981,13.0
70571,72.0
3367,59.0
70962,37.0
22192,20.0
31424,48.0
87245,82.0
64650,55.0
56157,64.0
27512,83.0
64705,65.0
86082,66.0
42766,83.0
73595,58.0
76673,53.0
90852,35.0
86391,52.0
88603,61.6
87962,76.0
72046,79.0
49496,77.0
86594,31.0
3755,110.0
99944,30.0
102168,110.0
26074,31.0
45346,70.5
18463,57.0
13571,35.0
89164,67.0
95443,45.0
94411,43.0
52161,77.0
24783,34.0
41487,55.0
94981,44.0
47403,125.0
63317,67.0
56475,92.0
78376,48.0
40553,45.0
61833,42.0
7362,60.0
66847,62.0
89107,64.0
57679,95.0
1255,7.4
95988,71.2
64934,86.4
87157,74.0
28697,65.0
33241,5.0
17151,119.0
72831,56.0
90104,33.0
95933,72.0
5101,31.5
47915,19.0
60123,52.0
30835,26.0
436,85.0
92477,15.0
69263,48.0
18539,72.0
24680,95.0
43044,18.0
55329,63.0
4147,15.0
69930,32.0
21218,52.05
9474,105.0
101142,57.0
60739,68.0
57700,37.0
54683,69.0
20170,52.3
29936,50.2
86721,15.0
67605,58.0
64696,74.0
37221,12.5
51380,42.0
10283,51.0
51615,63.0
91850,51.0
85487,32.0
85056,40.0
88600,53.0
65807,73.0
73446,19.2
44865,67.0
58023,25.0
21996,60.0
1721,35.0
8935,68.0
98751,14.0
31807,31.5
5901,15.0
81296,57.8
84014,65.0
89911,7.0
53562,11.8
33827,10.3
24224,94.0
58524,17.5
71,52.0
58429,86.0
88411,42.0
60757,32.0
80824,54.0
33037,66.0
97334,66.0
5807,65.0
19142,53.0
72583,61.3
84635,66.0
88712,59.0
85192,65.0
39946,45.1
13390,9.8
19014,31.0
3894,95.0
87886,55.0
37306,20.0
25183,75.5
44745,90.0
92497,90.0
55218,71.0
99881,88.0
82177,79.0
78250,75.0
19691,60.0
3614,78.0
63646,61.0
57052,58.0
31534,93.0
85231,31.6
7710,33.0
98439,28.0
21514,20.0
75335,32.0
51504,58.0
61218,68.0
85902,53.0
75467,63.0
15848,11.2
37055,76.0
42949,46.0
66090,65.0
85920,14.0
17098,23.0
10998,25.0
54585,61.0
55748,75.0
48426,92.0
57351,24.0
39875,80.0
62387,63.0
95292,86.0
98978,6.2
5915,55.0
35759,9.0
100013,95.0
26836,29.0
64391,51.0
70165,7.7
81612,48.5
537,70.0
100846,82.0
2045,62.0
67158,12.1
28538,28.0
13273,45.0
80209,22.0
84764,63.0
5357,74.0
98897,115.0
46186,48.0
40342,130.0
8511,35.0
18709,107.0
36190,62.0
34489,60.0
1802,84.0
96914,18.5
79211,65.0
72064,78.0
63873,11.0
86846,30.0
88896,22.0
44849,98.0
83984,78.0
29016,65.0
19559,79.5
92180,26.0
40943,39.0
71404,25.8
67400,76.0
68658,74.0
71475,60.0
76828,8.0
12577,85.0
3182,30.3
90376,98.0
60802,21.0
60523,72.0
91259,70.0
46135,75.0
19935,68.0
92637,63.0
26981,93.0
40147,60.0
65506,68.0
41298,94.0
48324,40.0
70393,53.0
86696,20.5
48987,17.0
84692,94.0
81074,88.0
12540,49.0
84446,28.0
857,19.0
18051,50.0
51861,52.0
19148,79.0
90378,40.0
14284,75.0
22034,16.5
67136,24.0
36416,76.0
89557,13.2
3718,72.0
45704,13.0
24332,52.0
69790,66.0
80428,75.0
66403,85.0
52296,95.0
91042,33.0
77261,42.0
89033,31.6
29289,22.0
46789,42.0
40778,19.0
63240,32.0
7673,17.0
34180,18.0
87665,63.0
38088,64.0
62813,55.0
27441,14.0
87976,7.0
46574,35.0
85679,63.0
15618,53.0
5385,36.0
3095,60.0
87069,35.5
55126,17.0
30958,25.0
69038,91.0
38246,45.0
77957,103.0
34947,55.0
76358,30.0
71331,45.0
67033,74.6
16835,39.0
96640,39.0
100479,77.0
45158,84.7
53496,38.6
52956,74.0
70899,20.7
47356,55.0
49642,65.0
62516,28.0
11182,61.0
49718,98.0
46047,67.0
50112,48.0
33099,65.0
98119,34.0
91962,20.0
93208,55.0
90552,12.0
85967,95.0
88153,48.6
34678,58.0
66724,39.0
92511,42.0
49617,37.0
80370,31.0
102158,45.0
5033,125.0
103134,25.6
13429,68.0
96481,55.0
63888,110.0
73825,27.0
17315,72.0
84201,91.0
92762,10.0
80051,14.0
61353,69.0
91275,60.0
27416,72.0
78131,62.5
88784,15.5
95456,105.0
22687,58.0
14882,99.0
69052,63.0
68904,54.8
45552,35.0
22063,61.0
93035,61.4
78911,46.0
92194,84.0
87997,64.0
103152,84.0
73328,75.0
54674,103.0
48958,48.0
88358,66.0
20366,14.0
74760,8.0
7608,46.0
4271,42.7
99898,52.0
80097,31.0
25300,62.0
103246,13.1
19642,92.0
33766,13.0
78783,30.0
1419,40.0
66793,23.0
83630,60.0
87575,71.4
9323,20.1
44954,55.4
75979,74.0
13925,8.2
77325,8.5
38500,15.0
24761,18.0
48992,52.9
77563,3.9
33295,26.0
5348,49.0
76410,52.0
79578,9.3
79150,118.0
74748,12.0
76650,91.0
58157,21.0
100822,41.1
96401,35.0
87237,22.0
25644,18.5
75678,57.0
43072,62.6
52969,56.0
59987,38.0
42879,64.0
29267,60.8
71617,42.0
30647,120.0
44327,35.0
48159,14.0
70430,58.0
680,53.0
38476,149.0
5466,11.5
63518,52.0
47064,74.0
49268,95.0
78810,85.0
89025,75.0
7360,75.0
33027,85.0
21239,32.5
38144,75.0
102263,52.0
38238,52.0
89349,96.0
66004,59.0
32067,74.0
27185,37.8
70407,28.0
25978,88.0
80456,65.0
91970,50.0
83230,55.0
43245,33.0
76852,65.0
14833,67.0
100474,20.0
102921,86.0
47067,74.0
26259,19.0
38805,67.0
6439,70.0
68772,41.3
21285,48.0
57974,78.0
75168,53.0
73217,22.0
100103,45.0
102229,24.0
93973,65.0
87199,16.0
61262,41.0
82486,118.0
10265,8.6
74566,36.0
24106,38.0
55625,58.0
24410,52.0
98846,23.0
50807,75.0
103619,32.0
100920,52.0
95383,32.0
3260,32.0
28176,21.0
94318,43.0
83549,25.0
30493,84.0
69865,13.0
9564,21.0
36903,25.0
71572,14.0
55989,72.0
98449,51.0
31820,35.0
85432,95.0
323,7.75
72096,24.0
64508,12.0
90739,53.0
84012,51.0
59626,16.0
63064,20.0
71364,65.0
65655,13.5
33772,140.0
32802,55.0
52157,53.2
92620,43.0
72262,9.6
86880,16.0
97748,95.0
94483,136.0
67067,60.0
521,63.0
79275,32.2
87802,11.0
68409,4.0
12783,4.5
82987,72.0
3633,68.0
85242,75.0
88387,72.0
97797,70.0
78488,55.0
93020,15.0
78607,47.0
26357,53.0
88392,52.0
66905,14.0
3435,53.0
8218,5.4
14691,29.6
69679,15.0
81383,20.0
85086,10.2
92258,80.0
80864,83.0
21207,19.0
30986,35.0
37745,106.0
1628,74.0
41636,45.0
39452,58.0
43224,72.0
68093,40.0
3411,18.0
100330,40.0
15005,62.0
73276,25.0
69028,13.0
7090,14.0
24147,79.0
54761,46.0
86661,17.5
91031,75.0
100069,38.0
37075,45.0
72763,67.0
38564,70.0
86865,63.0
99179,74.0
80996,68.4
54393,63.0
5435,58.0
20409,68.0
86885,95.0
93850,15.2
91219,65.0
14382,65.5
62181,52.9
21024,70.0
18647,65.0
13051,55.0
69391,46.0
41752,21.0
61106,14.0
87249,36.0
36854,108.0
84505,27.0
33046,89.0
92587,40.0
102937,72.4
5899,34.0
42874,46.0
21889,54.0
23861,65.0
82875,48.0
15014,89.0
103340,75.0
92177,58.0
101046,55.0
9122,90.0
63414,12.0
37963,35.0
59010,92.0
88677,56.6
55416,68.0
33668,57.0
31431,21.0
20303,97.0
