Breed Type;Sub Breed;Breed Group;Breed
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Estrela Mountain Dog
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Estrela Mountain Dog Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Great Dane
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Great Dane Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Great Pyrenean
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Great Pyrenean Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Great Pyrenees
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Great Pyrenees Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Greater Swiss Mountain Dog
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Greater Swiss Mountain Dog Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Landseer
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Landseer Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Leonberger
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Leonberger Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Newfoundland
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Newfoundland Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Pyrenean Mountain Dog
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Pyrenean Mountain Dog Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Pyrenean Shepherd
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Pyrenean Shepherd Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Rhodesian Ridgeback
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Rhodesian Ridgeback Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Rottweiler
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Rottweiler Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Saint Bernard
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Saint Bernard Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;St. Bernard
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;St. Bernard Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Stabyhoun (Stabij)
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Stabyhoun (Stabij) Mix
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Stabyhoun
Mastiff-Like;Similar to retrievers;Mastiff-like Group 1;Stabyhoun Mix
Mixed;Golden mix;Mixed Lab and Golden;Goldendoodle
Mixed;Golden mix;Mixed Lab and Golden;Goldendoodle Mix
Mixed;Golden mix;Mixed Lab and Golden;Mini Goldendoodle
Mixed;Golden mix;Mixed Lab and Golden;Mini Goldendoodle Mix
Mixed;Lab mix;Mixed Lab and Golden;Golden Labrador (hybrid)
Mixed;Lab mix;Mixed Lab and Golden;Golden Labrador (hybrid) Mix
Mixed;Lab mix;Mixed Lab and Golden;Labradoodle
Mixed;Lab mix;Mixed Lab and Golden;Labradoodle Mix
Mixed;Lab mix;Mixed Lab and Golden;labradoodle
Mixed;Lab mix;Mixed Lab and Golden;labradoodle Mix
Mixed;Lab mix;Mixed Other;Labrador Husky
Mixed;Lab mix;Mixed Other;Labrador Husky Mix
Mixed;Lab mix;Mixed Other;Labrador Mix
Mixed;Large;Mixed Large;Mixed Breed Large (71lb +)
Mixed;Medium;Mixed Medium;Mixed Breed Medium (23 - 70lb)
Mixed;Small;Mixed Small;Mixed Breed Small (0 - 14.9kg)
Mixed;Small;Mixed Medium;Mixed Breed Medium (15 - 29.9kg)
Mixed;Small;Mixed Large;Mixed Breed Large (30kg +)
Mixed;Other;Mixed Other;Mixed Breed
Mixed;Other;Mixed Other;Retriever Mix
Mixed;Small;Mixed Small;Mixed Breed Small ( up to 22lb )
Retriever;Golden;Golden;Golden Retriever
Retriever;Golden;Golden;Golden Retriever Mix
Retriever;Labs;Labs;Dalmatian
Retriever;Labs;Labs;Dalmatian Mix
Retriever;Labs;Labs;Irish Water Spaniel
Retriever;Labs;Labs;Irish Water Spaniel Mix
Retriever;Labs;Labs;Labrador Retriever
Retriever;Labs;Labs;Labrador Retriever Mix
Retriever;Labs;Labs;Labrador Retriever - Black
Retriever;Labs;Labs;Labrador Retriever - Black Mix
Retriever;Labs;Labs;Labrador Retriever - Chocolate
Retriever;Labs;Labs;Labrador Retriever - Chocolate Mix
Retriever;Labs;Labs;Labrador Retriever - Yellow
Retriever;Labs;Labs;Labrador Retriever - Yellow Mix
Retriever;Other;Labs;Chesapeake Bay Retriever
Retriever;Other;Labs;Chesapeake Bay Retriever Mix
Retriever;Other;Labs;Curly-Coated Retriever
Retriever;Other;Labs;Curly-Coated Retriever Mix
Retriever;Other;Labs;Flat-coated Retriever
Retriever;Other;Labs;Flat-coated Retriever Mix
Retriever;Other;Labs;Flat-Coated Retriever
Retriever;Other;Labs;Flat-Coated Retriever Mix
Scent Hounds;Dachshund;Dachshund;Dachshund
Scent Hounds;Dachshund;Dachshund;Dachshund Mix
Scent Hounds;Dachshund;Dachshund;Dachshund - long haired
Scent Hounds;Dachshund;Dachshund;Dachshund - long haired Mix
Scent Hounds;Dachshund;Dachshund;Dachshund - smooth coat
Scent Hounds;Dachshund;Dachshund;Dachshund - smooth coat Mix
Scent Hounds;Dachshund;Dachshund;Dachshund - wire haired
Scent Hounds;Dachshund;Dachshund;Dachshund - wire haired Mix
Scent Hounds;Dachshund;Dachshund;Dachshund miniature - long haired
Scent Hounds;Dachshund;Dachshund;Dachshund miniature - long haired Mix
Scent Hounds;Dachshund;Dachshund;Dachshund miniature - smooth coat
Scent Hounds;Dachshund;Dachshund;Dachshund miniature - smooth coat Mix
Scent Hounds;Dachshund;Dachshund;Dachshund miniature - wire haired
Scent Hounds;Dachshund;Dachshund;Dachshund miniature - wire haired Mix
Scent Hounds;Dachshund;Dachshund;Miniature Dachshund
Scent Hounds;Dachshund;Dachshund;Miniature Dachshund Mix
Scent Hounds;Hound;Hound;Alpine Dachsbracke
Scent Hounds;Hound;Hound;Alpine Dachsbracke Mix
Scent Hounds;Hound;Hound;American Foxhound
Scent Hounds;Hound;Hound;American Foxhound Mix
Scent Hounds;Hound;Hound;Ariegoeis
Scent Hounds;Hound;Hound;Ariegoeis Mix
Scent Hounds;Hound;Hound;Austrian Brandlbracke
Scent Hounds;Hound;Hound;Austrian Brandlbracke Mix
Scent Hounds;Hound;Hound;Basset Artesian Normand
Scent Hounds;Hound;Hound;Basset Artesian Normand Mix
Scent Hounds;Hound;Hound;Basset Bleu De Gascogne
Scent Hounds;Hound;Hound;Basset Bleu De Gascogne Mix
Scent Hounds;Hound;Hound;Basset Fauve De Bretagne
Scent Hounds;Hound;Hound;Basset Fauve De Bretagne Mix
Scent Hounds;Hound;Hound;Basset Fauve de Bretagne
Scent Hounds;Hound;Hound;Basset Fauve de Bretagne Mix
Scent Hounds;Hound;Hound;Basset Hound
Scent Hounds;Hound;Hound;Basset Hound Mix
Scent Hounds;Hound;Hound;Beagle
Scent Hounds;Hound;Hound;Beagle Mix
Scent Hounds;Hound;Hound;Bloodhound
Scent Hounds;Hound;Hound;Bloodhound Mix
Scent Hounds;Hound;Hound;Bluetick Coonhound
Scent Hounds;Hound;Hound;Bluetick Coonhound Mix
Scent Hounds;Hound;Hound;Bosnian Coarse Haired Hound
Scent Hounds;Hound;Hound;Bosnian Coarse Haired Hound Mix
Scent Hounds;Hound;Hound;Briquet Griffon Vendeen
Scent Hounds;Hound;Hound;Briquet Griffon Vendeen Mix
Scent Hounds;Hound;Hound;Catahoula Leopard Dog
Scent Hounds;Hound;Hound;Catahoula Leopard Dog Mix
Scent Hounds;Hound;Hound;Chien D' Artois
Scent Hounds;Hound;Hound;Chien D' Artois Mix
Scent Hounds;Hound;Hound;Cirneco dell'Etna
Scent Hounds;Hound;Hound;Cirneco dell'Etna Mix
Scent Hounds;Hound;Hound;Cirneco Dell'Etna
Scent Hounds;Hound;Hound;Cirneco Dell'Etna Mix
Scent Hounds;Hound;Hound;Coonhound - black and tan
Scent Hounds;Hound;Hound;Coonhound - black and tan Mix
Scent Hounds;Hound;Hound;Black and Tan Coonhound
Scent Hounds;Hound;Hound;Black and Tan Coonhound Mix
Scent Hounds;Hound;Hound;Coonhound - blue tick
Scent Hounds;Hound;Hound;Coonhound - blue tick Mix
Scent Hounds;Hound;Hound;Coonhound - red bone
Scent Hounds;Hound;Hound;Coonhound - red bone Mix
Scent Hounds;Hound;Hound;Redbone Coonhound
Scent Hounds;Hound;Hound;Redbone Coonhound Mix
Scent Hounds;Hound;Hound;Elkhound
Scent Hounds;Hound;Hound;Elkhound Mix
Scent Hounds;Hound;Hound;English Coonhound
Scent Hounds;Hound;Hound;English Coonhound Mix
Scent Hounds;Hound;Hound;American English Coonhound
Scent Hounds;Hound;Hound;American English Coonhound Mix
Scent Hounds;Hound;Hound;English Foxhound
Scent Hounds;Hound;Hound;English Foxhound Mix
Scent Hounds;Hound;Hound;Finnish Hound
Scent Hounds;Hound;Hound;Finnish Hound Mix
Scent Hounds;Hound;Hound;Fox Hound
Scent Hounds;Hound;Hound;Fox Hound Mix
Scent Hounds;Hound;Hound;Gazelle Hound
Scent Hounds;Hound;Hound;Gazelle Hound Mix
Scent Hounds;Hound;Hound;Grand Basset Griffon Vendeen
Scent Hounds;Hound;Hound;Grand Basset Griffon Vendeen Mix
Scent Hounds;Hound;Hound;Griffon Bruxellois
Scent Hounds;Hound;Hound;Griffon Bruxellois Mix
Scent Hounds;Hound;Hound;Harrier
Scent Hounds;Hound;Hound;Harrier Mix
Scent Hounds;Hound;Hound;Karelian Bear Dog
Scent Hounds;Hound;Hound;Karelian Bear Dog Mix
Scent Hounds;Hound;Hound;Louisiana Catahoula Leopard Dog
Scent Hounds;Hound;Hound;Louisiana Catahoula Leopard Dog Mix
Scent Hounds;Hound;Hound;Mountain Feist
Scent Hounds;Hound;Hound;Mountain Feist Mix
Scent Hounds;Hound;Hound;Otterhound
Scent Hounds;Hound;Hound;Otterhound Mix
Scent Hounds;Hound;Hound;Petit Basset Griffon Vendeen
Scent Hounds;Hound;Hound;Petit Basset Griffon Vendeen Mix
Scent Hounds;Hound;Hound;Plott Hound
Scent Hounds;Hound;Hound;Plott Hound Mix
Scent Hounds;Hound;Hound;Plott
Scent Hounds;Hound;Hound;Plott Mix
Scent Hounds;Hound;Hound;Porcelaine
Scent Hounds;Hound;Hound;Porcelaine Mix
Scent Hounds;Hound;Hound;Segugio Italiano
Scent Hounds;Hound;Hound;Segugio Italiano Mix
Scent Hounds;Hound;Hound;Staghound
Scent Hounds;Hound;Hound;Staghound Mix
Scent Hounds;Hound;Hound;Treeing Tennessee Brindle
Scent Hounds;Hound;Hound;Treeing Tennessee Brindle Mix
Scent Hounds;Hound;Hound;Treeing Walker Coonhound
Scent Hounds;Hound;Hound;Treeing Walker Coonhound Mix
Spaniels;Non-sport;Spaniels;American Cocker Spaniel
Spaniels;Non-sport;Spaniels;American Cocker Spaniel Mix
Spaniels;Non-sport;Spaniels;American Water Spaniel
Spaniels;Non-sport;Spaniels;American Water Spaniel Mix
Spaniels;Non-sport;Spaniels;Barbet
Spaniels;Non-sport;Spaniels;Barbet Mix
Spaniels;Non-sport;Spaniels;Boykin Spaniel
Spaniels;Non-sport;Spaniels;Boykin Spaniel Mix
Spaniels;Non-sport;Spaniels;Brittany
Spaniels;Non-sport;Spaniels;Brittany Mix
Spaniels;Non-sport;Spaniels;Cavalier King Charles Spaniel
Spaniels;Non-sport;Spaniels;Cavalier King Charles Spaniel Mix
Spaniels;Non-sport;Spaniels;Clumber Spaniel
Spaniels;Non-sport;Spaniels;Clumber Spaniel Mix
Spaniels;Non-sport;Spaniels;Cockapoo
Spaniels;Non-sport;Spaniels;Cockapoo Mix
Spaniels;Non-sport;Spaniels;Cocker Spaniel
Spaniels;Non-sport;Spaniels;Cocker Spaniel Mix
Spaniels;Non-sport;Spaniels;Cocker Spaniel Miniature
Spaniels;Non-sport;Spaniels;Cocker Spaniel Miniature Mix
Spaniels;Non-sport;Spaniels;Deutscher Wachtelhund
Spaniels;Non-sport;Spaniels;Deutscher Wachtelhund Mix
Spaniels;Non-sport;Spaniels;English Cocker Spaniel
Spaniels;Non-sport;Spaniels;English Cocker Spaniel Mix
Spaniels;Non-sport;Spaniels;English Springer Spaniel
Spaniels;Non-sport;Spaniels;English Springer Spaniel Mix
Spaniels;Non-sport;Spaniels;English Toy Spaniel
Spaniels;Non-sport;Spaniels;English Toy Spaniel Mix
Spaniels;Non-sport;Spaniels;Field Spaniel
Spaniels;Non-sport;Spaniels;Field Spaniel Mix
Spaniels;Non-sport;Spaniels;French Spaniel
Spaniels;Non-sport;Spaniels;French Spaniel Mix
Spaniels;Non-sport;Spaniels;King Charles Spaniel
Spaniels;Non-sport;Spaniels;King Charles Spaniel Mix
Spaniels;Non-sport;Spaniels;Lagotto Romagnolo
Spaniels;Non-sport;Spaniels;Lagotto Romagnolo Mix
Spaniels;Non-sport;Spaniels;Spaniel Mix
Spaniels;Non-sport;Spaniels;Sussex Spaniel
Spaniels;Non-sport;Spaniels;Sussex Spaniel Mix
Spaniels;Non-sport;Spaniels;Welsh Springer Spaniel
Spaniels;Non-sport;Spaniels;Welsh Springer Spaniel Mix
Spaniels;Pointer;Spaniels;Bracco Italiano
Spaniels;Pointer;Spaniels;Bracco Italiano Mix
Spaniels;Pointer;Spaniels;Braque d Auvergne
Spaniels;Pointer;Spaniels;Braque d Auvergne Mix
Spaniels;Pointer;Spaniels;Braque du Bourbonnais
Spaniels;Pointer;Spaniels;Braque du Bourbonnais Mix
Spaniels;Pointer;Spaniels;Braque Fran√ßais
Spaniels;Pointer;Spaniels;Braque Fran√ßais Mix
Spaniels;Pointer;Spaniels;Cesky Fousek
Spaniels;Pointer;Spaniels;Cesky Fousek Mix
Spaniels;Pointer;Spaniels;Deutsch Drahthaar
Spaniels;Pointer;Spaniels;Deutsch Drahthaar Mix
Spaniels;Pointer;Spaniels;English Pointer
Spaniels;Pointer;Spaniels;English Pointer Mix
Spaniels;Pointer;Spaniels;German Longhaired Pointer
Spaniels;Pointer;Spaniels;German Longhaired Pointer Mix
Spaniels;Pointer;Spaniels;German Shorthaired Pointer
Spaniels;Pointer;Spaniels;German Shorthaired Pointer Mix
Spaniels;Pointer;Spaniels;German Wirehaired Pointer
Spaniels;Pointer;Spaniels;German Wirehaired Pointer Mix
Spaniels;Pointer;Spaniels;Large Münsterländer
Spaniels;Pointer;Spaniels;Large Münsterländer Mix
Spaniels;Pointer;Spaniels;Pointer
Spaniels;Pointer;Spaniels;Pointer Mix
Spaniels;Pointer;Spaniels;Portuguese Pointer
Spaniels;Pointer;Spaniels;Portuguese Pointer Mix
Spaniels;Pointer;Spaniels;Pudelpointer
Spaniels;Pointer;Spaniels;Pudelpointer Mix
Spaniels;Pointer;Spaniels;Small Münsterländer
Spaniels;Pointer;Spaniels;Small Münsterländer Mix
Spaniels;Pointer;Spaniels;Small Musterlander Pointer
Spaniels;Pointer;Spaniels;Small Musterlander Pointer Mix
Spaniels;Pointer;Spaniels;Spinone italiano
Spaniels;Pointer;Spaniels;Spinone italiano Mix
Spaniels;Pointer;Spaniels;Spinone Italiano
Spaniels;Pointer;Spaniels;Spinone Italiano Mix
Spaniels;Pointer;Spaniels;Wirehaired Pointing Griffon
Spaniels;Pointer;Spaniels;Wirehaired Pointing Griffon Mix
Spaniels;Setter;Spaniels;English Setter
Spaniels;Setter;Spaniels;English Setter Mix
Spaniels;Setter;Spaniels;Gordon Setter
Spaniels;Setter;Spaniels;Gordon Setter Mix
Spaniels;Setter;Spaniels;Irish Red and White Setter
Spaniels;Setter;Spaniels;Irish Red and White Setter Mix
Spaniels;Setter;Spaniels;Irish Setter
Spaniels;Setter;Spaniels;Irish Setter Mix
Spaniels;Setter;Spaniels;Llewellin Setter
Spaniels;Setter;Spaniels;Llewellin Setter Mix
Spaniels;Sporting;Spaniels;Hungarian Vizsla
Spaniels;Sporting;Spaniels;Hungarian Vizsla Mix
Spaniels;Sporting;Spaniels;Hungarian Wire Haired Vizsla
Spaniels;Sporting;Spaniels;Hungarian Wire Haired Vizsla Mix
Spaniels;Sporting;Spaniels;Kooikerhondje
Spaniels;Sporting;Spaniels;Kooikerhondje Mix
Spaniels;Sporting;Spaniels;Nederlandse Kooikerhondje
Spaniels;Sporting;Spaniels;Nederlandse Kooikerhondje Mix
Spaniels;Sporting;Spaniels;Thai Ridgeback
Spaniels;Sporting;Spaniels;Thai Ridgeback Mix
Spaniels;Sporting;Spaniels;Vizsla
Spaniels;Sporting;Spaniels;Vizsla Mix
Spaniels;Sporting;Spaniels;Weimaraner
Spaniels;Sporting;Spaniels;Weimaraner Mix
Spaniels;Sporting;Spaniels;Wirehaired Vizsla
Spaniels;Sporting;Spaniels;Wirehaired Vizsla Mix
Terriers;Large Terriers;Terriers;Airedale Mix
Terriers;Large Terriers;Terriers;Airedale Terrier
Terriers;Large Terriers;Terriers;Airedale Terrier Mix
Terriers;Large Terriers;Terriers;Black Russian Terrier
Terriers;Large Terriers;Terriers;Black Russian Terrier Mix
Terriers;Large Terriers;Terriers;Irish Terrier
Terriers;Large Terriers;Terriers;Irish Terrier Mix
Terriers;Large Terriers;Terriers;Kerry Blue Terrier
Terriers;Large Terriers;Terriers;Kerry Blue Terrier Mix
Terriers;Large Terriers;Terriers;Skye Terrier
Terriers;Large Terriers;Terriers;Skye Terrier Mix
Terriers;Large Terriers;Terriers;Soft Coated Wheaten Terrier
Terriers;Large Terriers;Terriers;Soft Coated Wheaten Terrier Mix
Terriers;Large Terriers;Terriers;Wheaten Terrier
Terriers;Large Terriers;Terriers;Wheaten Terrier Mix
Terriers;Small Terriers;Terriers;Affenpinscher
Terriers;Small Terriers;Terriers;Affenpinscher Mix
Terriers;Small Terriers;Terriers;American Hairless Terrier
Terriers;Small Terriers;Terriers;American Hairless Terrier Mix
Terriers;Small Terriers;Terriers;Australian Terrier
Terriers;Small Terriers;Terriers;Australian Terrier Mix
Terriers;Small Terriers;Terriers;Bedlington Terrier
Terriers;Small Terriers;Terriers;Bedlington Terrier Mix
Terriers;Small Terriers;Terriers;Biewer
Terriers;Small Terriers;Terriers;Biewer Mix
Terriers;Small Terriers;Terriers;Biewer Terrier
Terriers;Small Terriers;Terriers;Biewer Terrier Mix
Terriers;Small Terriers;Terriers;Border Terrier
Terriers;Small Terriers;Terriers;Border Terrier Mix
Terriers;Small Terriers;Terriers;Brazillian Terrier
Terriers;Small Terriers;Terriers;Brazillian Terrier Mix
Terriers;Small Terriers;Terriers;Cairn Terrier
Terriers;Small Terriers;Terriers;Cairn Terrier Mix
Terriers;Small Terriers;Terriers;Cesky Terrier
Terriers;Small Terriers;Terriers;Cesky Terrier Mix
Terriers;Small Terriers;Terriers;Dandie Dinmont Terrier
Terriers;Small Terriers;Terriers;Dandie Dinmont Terrier Mix
Terriers;Small Terriers;Terriers;Danish-Swedish Farmdog
Terriers;Small Terriers;Terriers;Danish-Swedish Farmdog Mix
Terriers;Small Terriers;Terriers;Doberman Pinscher
Terriers;Small Terriers;Terriers;Doberman Pinscher Mix
Terriers;Small Terriers;Terriers;Dutch Smoushond
Terriers;Small Terriers;Terriers;Dutch Smoushond Mix
Terriers;Small Terriers;Terriers;English Toy Terrier
Terriers;Small Terriers;Terriers;English Toy Terrier Mix
Terriers;Small Terriers;Terriers;Fell Terrier
Terriers;Small Terriers;Terriers;Fell Terrier Mix
Terriers;Small Terriers;Terriers;Fox Terrier
Terriers;Small Terriers;Terriers;Fox Terrier Mix
Terriers;Small Terriers;Terriers;Glen Of Imaal Terrier
Terriers;Small Terriers;Terriers;Glen Of Imaal Terrier Mix
Terriers;Small Terriers;Terriers;Glen of Imaal Terrier
Terriers;Small Terriers;Terriers;Glen of Imaal Terrier Mix
Terriers;Small Terriers;Terriers;Jack Russell Terrier
Terriers;Small Terriers;Terriers;Jack Russell Terrier Mix
Terriers;Small Terriers;Terriers;Lakeland Terrier
Terriers;Small Terriers;Terriers;Lakeland Terrier Mix
Terriers;Small Terriers;Terriers;Lucas Terrier
Terriers;Small Terriers;Terriers;Lucas Terrier Mix
Terriers;Small Terriers;Terriers;Manchester Terrier
Terriers;Small Terriers;Terriers;Manchester Terrier Mix
Terriers;Small Terriers;Terriers;Mexican Hairless Crested
Terriers;Small Terriers;Terriers;Mexican Hairless Crested Mix
Terriers;Small Terriers;Terriers;Mexican Hairless Dog
Terriers;Small Terriers;Terriers;Mexican Hairless Dog Mix
Terriers;Small Terriers;Terriers;Miniature Pinscher
Terriers;Small Terriers;Terriers;Miniature Pinscher Mix
Terriers;Small Terriers;Terriers;Nippon Terrier
Terriers;Small Terriers;Terriers;Nippon Terrier Mix
Terriers;Small Terriers;Terriers;Norfolk Terrier
Terriers;Small Terriers;Terriers;Norfolk Terrier Mix
Terriers;Small Terriers;Terriers;Norwegian Lundehund
Terriers;Small Terriers;Terriers;Norwegian Lundehund Mix
Terriers;Small Terriers;Terriers;Norwegian Lundhund
Terriers;Small Terriers;Terriers;Norwegian Lundhund Mix
Terriers;Small Terriers;Terriers;Norwich Terrier
Terriers;Small Terriers;Terriers;Norwich Terrier Mix
Terriers;Small Terriers;Terriers;Parson Jack Russell Terrier
Terriers;Small Terriers;Terriers;Parson Jack Russell Terrier Mix
Terriers;Small Terriers;Terriers;Parson Russell Terrier
Terriers;Small Terriers;Terriers;Parson Russell Terrier Mix
Terriers;Small Terriers;Terriers;Russell Terrier
Terriers;Small Terriers;Terriers;Russell Terrier Mix
Terriers;Small Terriers;Terriers;Patterdale Terrier
Terriers;Small Terriers;Terriers;Patterdale Terrier Mix
Terriers;Small Terriers;Terriers;Rat Terrier
Terriers;Small Terriers;Terriers;Rat Terrier Mix
Terriers;Small Terriers;Terriers;Teddy Roosevelt Terrier
Terriers;Small Terriers;Terriers;Teddy Roosevelt Terrier Mix
Terriers;Small Terriers;Terriers;Scottish Terrier
Terriers;Small Terriers;Terriers;Scottish Terrier Mix
Terriers;Small Terriers;Terriers;Sealyham Terrier
Terriers;Small Terriers;Terriers;Sealyham Terrier Mix
Terriers;Small Terriers;Terriers;Silky Terrier
Terriers;Small Terriers;Terriers;Silky Terrier Mix
Terriers;Small Terriers;Terriers;Smooth Fox Terrier
Terriers;Small Terriers;Terriers;Smooth Fox Terrier Mix
Terriers;Small Terriers;Terriers;Terrier Mix
Terriers;Small Terriers;Terriers;Toy Fox Terrier
Terriers;Small Terriers;Terriers;Toy Fox Terrier Mix
Terriers;Small Terriers;Terriers;Toy Terrier
Terriers;Small Terriers;Terriers;Toy Terrier Mix
Terriers;Small Terriers;Terriers;Welsh Terrier
Terriers;Small Terriers;Terriers;Welsh Terrier Mix
Terriers;Small Terriers;Terriers;West Highland White Terrier
Terriers;Small Terriers;Terriers;West Highland White Terrier Mix
Terriers;Small Terriers;Terriers;Wirehaired Fox Terrier
Terriers;Small Terriers;Terriers;Wirehaired Fox Terrier Mix
Terriers;Small Terriers;Terriers;Wire Fox Terrier
Terriers;Small Terriers;Terriers;Wire Fox Terrier Mix
Terriers;Small Terriers;Terriers;Xoloitzcuintli - Mexican Hairless Dog
Terriers;Small Terriers;Terriers;Xoloitzcuintli - Mexican Hairless Dog Mix
Terriers;Small Terriers;Terriers;Xoloitzcuintli
Terriers;Small Terriers;Terriers;Xoloitzcuintli Mix
Terriers;Small Terriers;Terriers;Yorkie-Poo
Terriers;Small Terriers;Terriers;Yorkie-Poo Mix
Terriers;Small Terriers;Terriers;Yorkshire Terrier
Terriers;Small Terriers;Terriers;Yorkshire Terrier Mix
Toy dogs;Chihuahua;Chihuahua;Chihuahua
Toy dogs;Chihuahua;Chihuahua;Chihuahua Mix
Toy dogs;Chihuahua;Chihuahua;Chihuahua long-haired
Toy dogs;Chihuahua;Chihuahua;Chihuahua long-haired Mix
Toy dogs;Maltese;Toy - Other;Kyi-Leo
Toy dogs;Maltese;Toy - Other;Kyi-Leo Mix
Toy dogs;Maltese;Toy - Other;Malt-A-Poo
Toy dogs;Maltese;Toy - Other;Malt-A-Poo Mix
Toy dogs;Maltese;Toy - Other;Maltese
Toy dogs;Maltese;Toy - Other;Maltese Mix
Toy dogs;Shih Tzu;Toy - Other;Chinese Imperial
Toy dogs;Shih Tzu;Toy - Other;Chinese Imperial Mix
Toy dogs;Shih Tzu;Toy - Other;Shih Tzu
Toy dogs;Shih Tzu;Toy - Other;Shih Tzu Mix
Toy dogs;Toy - Other;Toy - Other;American Bullnese
Toy dogs;Toy - Other;Toy - Other;American Bullnese Mix
Toy dogs;Toy - Other;Toy - Other;American Lo-Sze Pugg
Toy dogs;Toy - Other;Toy - Other;American Lo-Sze Pugg Mix
Toy dogs;Toy - Other;Toy - Other;Bichon Frise
Toy dogs;Toy - Other;Toy - Other;Bichon Frise Mix
Toy dogs;Toy - Other;Toy - Other;Bolognese
Toy dogs;Toy - Other;Toy - Other;Bolognese Mix
Toy dogs;Toy - Other;Toy - Other;Bolonka
Toy dogs;Toy - Other;Toy - Other;Bolonka Mix
Toy dogs;Toy - Other;Toy - Other;Brussels Griffon
Toy dogs;Toy - Other;Toy - Other;Brussels Griffon Mix
Toy dogs;Toy - Other;Toy - Other;Carolina Dog
Toy dogs;Toy - Other;Toy - Other;Carolina Dog Mix
Toy dogs;Toy - Other;Toy - Other;Cavachon
Toy dogs;Toy - Other;Toy - Other;Cavachon Mix
Toy dogs;Toy - Other;Toy - Other;Chinese Crested Dog
Toy dogs;Toy - Other;Toy - Other;Chinese Crested Dog Mix
Toy dogs;Toy - Other;Toy - Other;Chinese Crested
Toy dogs;Toy - Other;Toy - Other;Chinese Crested Mix
Toy dogs;Toy - Other;Toy - Other;Chinese Crested Hairless
Toy dogs;Toy - Other;Toy - Other;Chinese Crested Hairless Mix
Toy dogs;Toy - Other;Toy - Other;Chinese Crested Powder Puff
Toy dogs;Toy - Other;Toy - Other;Chinese Crested Powder Puff Mix
Toy dogs;Toy - Other;Toy - Other;Chinese Foo
Toy dogs;Toy - Other;Toy - Other;Chinese Foo Mix
Toy dogs;Toy - Other;Toy - Other;Giant Schnauzer
Toy dogs;Toy - Other;Toy - Other;Giant Schnauzer Mix
Toy dogs;Toy - Other;Toy - Other;Havanese
Toy dogs;Toy - Other;Toy - Other;Havanese Mix
Toy dogs;Toy - Other;Toy - Other;Inca Orchid
Toy dogs;Toy - Other;Toy - Other;Inca Orchid Mix
Toy dogs;Toy - Other;Toy - Other;Japanese Chin
Toy dogs;Toy - Other;Toy - Other;Japanese Chin Mix
Toy dogs;Toy - Other;Toy - Other;Löwchen
Toy dogs;Toy - Other;Toy - Other;Löwchen Mix
Toy dogs;Toy - Other;Toy - Other;Lhasa Apso
Toy dogs;Toy - Other;Toy - Other;Lhasa Apso Mix
Toy dogs;Toy - Other;Toy - Other;Miki
Toy dogs;Toy - Other;Toy - Other;Miki Mix
Toy dogs;Toy - Other;Toy - Other;Miniature Schnauzer
Toy dogs;Toy - Other;Toy - Other;Miniature Schnauzer Mix
Toy dogs;Toy - Other;Toy - Other;Papillon
Toy dogs;Toy - Other;Toy - Other;Papillon Mix
Toy dogs;Toy - Other;Toy - Other;Peek-a-poo
Toy dogs;Toy - Other;Toy - Other;Peek-a-poo Mix
Toy dogs;Toy - Other;Toy - Other;Pekingese
Toy dogs;Toy - Other;Toy - Other;Pekingese Mix
Toy dogs;Toy - Other;Toy - Other;Peruvian Inca Orchid
Toy dogs;Toy - Other;Toy - Other;Peruvian Inca Orchid Mix
Toy dogs;Toy - Other;Toy - Other;Petit Brabançon
